file_num	elab_line	worker_num	question	target_line	target
407	3	1	How well do jellyfish swim?	2	swim
150	12	0	Is there a special name for a large group of trucks?	10	large group of trucks
150	6	0	What was the huge load of parts for?	5	huge load of machine parts
407	3	0	How well do jellyfish move without a backbone?	1	animals without a backbone
407	39	6	What shapes do the tentacles resemble?	38	an open umbrella or a bell.
407	50	6	How does the movement of the robot differ from the movement of the jellyfish?	49	The robot moves more like a moth than a jellyfish.
920	19	6	How have the Bushmen's lives changed since the 1970s?	18	In 1974, Wiessner recorded conversations among the Ju/'hoansi Bushmen.
407	39	3	What are the arms of a jellyfish called?	37	jellyfish
407	50	3	How do jellyfish move?	45	jellyfish
920	19	3	What are the Bushmen?	18	conversations among the Ju/'hoansi Bushmen
920	9	6	What does melatonin do?	8	their bodies made a chemical called melatonin.
1050	12	6	How did the protestors get their words across?	11	Black lives matter!''
1050	33	6	What was a benefit of the change the act caused?	32	Civil Rights Act led to change
920	9	0	What does melatonin do?	8	a chemical called melatonin
1050	12	0	Who were the words black lives matter first spoken by?	11	''Black lives matter!''
1050	33	0	What changes did the Civil Rights Act lead to?	32	Civil Rights Act led to change
923	36	6	What is the cost of living?	35	how the cost of living would be measured.
1182	11	6	What is another way the biggest farms are helping workers?	10	given workers new toilets and beds.
1182	27	6	Where do the workers live?	26	not always easy to get to the places where the workers live.
923	36	0	What is used to measure the cost of living?	35	cost of living would be measured
1182	11	0	How have things been getting better for workers?	9	Things have been getting better
1182	27	0	Where are the farms the Walmart inspectors visit?	23	inspectors who visit farms
1182	31	6	How are the farm owners responding to the inspectors questions?	30	their worst secrets
799	13	6	How did Benjamin combine his love of books and bikes?	12	loves books and bikes.
799	20	6	Why are library cards important?	19	uses it to make new library cards
1182	31	1	How do farm owners behave with inspectors?	30	inspectors are asking the farm owners
799	13	1	What did Benjamin know about books?	12	Benjamin loves books
799	20	1	Apart from making library cards, what does Jill uses laptop for?	18	laptop
929	13	3	Why is he being isolated in the hospital?	12	in a room by himself
929	16	3	What may have happened to the disease?	15	many are afraid
547	41	3	What effect might nanosilver have on food?	40	can spread all over the body
929	13	1	Why is he kept separate from other patients?	12	by himself
929	16	1	Why are people afraid?	15	afraid
547	41	1	What harm can nanosilver do?	40	nanosilver
803	6	6	How do kids without special needs help the kids with special needs.	5	Kids without special needs help them
803	7	6	What happens after the kids are matched together?	6	matches them together.
165	41	6	Did the study surprise Humayun?	40	the shergottites weren't old rocks
803	6	1	How is it selected who helps whom?	5	Kids without special needs help them out
803	7	1	What do kids do after being matched?	6	matches
165	41	1	Who expected shergottites to be old rocks?	40	shergottites weren't old rocks
295	4	1	What did Obama do to solve the problem?	3	problem
298	3	1	Which important person's phone calls did U.S. spy on?	2	gathered information about phone calls
298	45	1	What does betterment of technology mean to Jay Carney?	44	technology is getting much better
295	4	6	What was the answer to the website not working?	3	does not work.
298	3	6	What was a negative consequence of the gathering of information?	2	gathered information about phone calls made by millions of Europeans
298	45	6	What is an upside to the technology improving?	44	getting much better.
553	11	4	What's a good metaphor for this reaction?	10	their friends wrote
553	6	4	Why could it be important?	5	may be important.
940	11	4	What does isolated mean?	10	isolated
553	11	6	What happened when people wrote emotional posts?	10	wrote sad or angry posts.
553	6	6	What does the internet have to do with spreading emotions?	5	important
940	11	6	How would people be stopped from spreading the disease?	10	would need to be isolated.
46	26	6	What is something California's state parks have to cut back on?	25	must do less.
46	44	6	Why did Yellowstone have to delay opening some entrances this year?	43	wait an extra two weeks to open two park entrances this year.
47	22	6	What did scientists discover from their searches?	21	looked at lots of places.
46	26	1	What would be done less?	25	parks must do less
46	44	1	Why is entrance opening delayed?	43	wait an extra two weeks to open two park entrances
47	22	1	How long did scientists look?	21	Scientists looked
49	23	1	How large is the area of land devoted to wine grapes in California?	22	land
192	2	1	Who helped in birth of Alberta Currie?	1	born 78 years ago in a farmhouse
192	37	1	What were Jim Crow laws?	36	Jim Crow laws
49	23	3	How big an area are California's wine vinyards?	22	Nearly half a million acres of land are devoted to wine grapes
192	2	3	Who attended at Alberta Currie's birth?	0	Alberta Currie
192	37	3	What was the impact of the laws?	36	Jim Crow laws
449	13	6	What does the Committee do?	12	member of the International Olympic Committee
449	65	6	Why was everyone wearing orange?	64	all dressed in orange.
580	7	6	What is a result of people protesting the killing of the bulls?	6	against the killing of the bulls.
449	13	1	What does International Olympic Committee do?	12	International Olympic Committee
449	65	1	Why are Netherlands speedskating fans dressed in orange?	64	dressed in orange
580	7	1	How is money issue contributing to disappearance of bullfighting?	4	bullfighting is disappearing
69	22	0	What happened when scientists sued over Myriad's gene patents?	21	They decided to sue
199	13	0	How much is a liter?	11	an extra peso for each liter
461	5	0	What does Obama plan to make fairer for Americans?	4	make things fairer for Americans
69	22	6	What happened with their law suit?	21	decided to sue
199	13	6	How much would you have to pay for the amount?	12	A peso is about 8 cents.
461	5	6	Why do we need to make things fairer in America?	4	make things fairer for Americans.
461	7	6	How can Obama achieve his goal?	6	Obama wants to make
725	2	6	What happened after the Kennewick man was found and studied?	1	The Kennewick Man is a skeleton found
983	1	6	What caused life to be hard for Japanese people in the US?	0	life was very difficult for Japanese people living in the United States.
461	7	5	How can the President's ''executive'' power be described?	8	president's ''executive'' power
725	2	5	What was peculiar about the bones of the skeleton of the Kennewick Man?	1	The Kennewick Man is a skeleton
983	1	5	Why was life difficult for Japanese people living in the United States?	0	life was very difficult for Japanese people living in the United States
92	11	4	What did they do as a result of their desperation?	10	desperate to save
92	18	4	What does the HIV virus do?	17	the HIV virus
92	21	4	What resulted from the changes?	20	changes to it
92	11	6	What did Emily's parents decide to do to help her?	10	desperate to save their only child.
92	18	6	How did doctors use the HIV virus to treat Emily?	17	disabled form of the HIV virus.
92	21	6	What did the changes to the virus do to it?	20	made changes to it.
92	24	6	What happened when the virus fought the cancer cells?	23	virus targeted Emily's cancer cells.
92	38	6	How would patients be  affected by government cuts on experimental research?	37	less experimental therapies and research.
92	7	6	How are politicians' decisions affecting doctors' ability to treat children like Emily?	6	doctors are making life-saving discoveries at children's hospitals across the country.
92	24	0	How well did the virus target the cancer cells?	23	virus targeted
92	38	0	What could happen because of less experimental therapies and research?	37	less experimental therapies and research
92	7	0	What was Emily's leukemia causing for Emily?	9	Emily was suffering from leukemia
92	8	6	How old was Emily when she almost died?	7	Emily was close to death.
1122	34	6	Why did they climb such a small height?	33	only climbed about 1 mile
1122	5	6	What is a type of bird that flies south for the winter?	4	south for the winter
92	8	1	How old was Emily in 2012?	7	Emily
1122	34	1	How did the up down flying of geese seem?	32	geese went up and down
1122	5	1	Why do geese go to south for winter?	4	south for the winter
743	5	6	What is a bad aspect of Didymo?	4	caused particular worry:
743	8	6	What is a negative result of stalks blooming?	7	serious problems
616	42	6	Why are there other attractions near the library?	41	it has other attractions
743	5	0	What about Didymo algae is worrisome?	4	particular worry: Didymo
743	8	0	What happens when Didymo algae stalks bloom?	7	stalks bloom, serious problems
616	42	0	What is key to the library attracting so many visitors each year?	40	more than 300,000 visitors a year
616	8	4	How is it more than a normal library?	7	more than
621	28	4	What opportunities are presented with this type of time period?	27	a long period of time
1011	7	4	Are there any current medicinal options for pet life extension?	6	make pets live longer.
616	8	6	In what way is a presidential library different from a regular library?	7	more than a normal library.
621	28	6	What does the new law do for violence in schools?	27	developing over a long period of time.
1011	7	6	What is Promislow's best hope for keeping pets alive longer?	6	a way to make pets live longer.
616	8	1	What is the library like?	7	more than a normal library
621	28	1	How do violent acts in schools develop?	26	do not just happen
1011	7	1	Which medicine is best for pets?	6	pets live longer
115	34	6	Who is trying to find out about the body?	33	find out
115	37	6	What is another way people refer to missing and dead military members?	36	missing and dead military members.
116	13	6	What was a result of white people ruling South Africa?	12	White people ruled
115	34	1	Who is in charge of body search?	30	find the bodies
115	37	1	What does POW and MIA mean?	35	POW/MIA
116	13	1	What kind of discriminatory laws were made in South Africa?	11	laws
116	15	6	What was Mandela's punishment for disagreeing with the government?	14	Mandela didn't agree with the rules.
116	27	6	How did the citizens show their feelings for Mandela?	26	The people of South Africa love and respect Mandela.
116	7	6	How did Mandela's countrymen show their appreciation for him?	6	how much they care
116	15	1	What did government do to Mandela?	14	rules
116	27	1	What do people of South Africa call Mandela?	26	love and respect Mandela
116	7	1	What did South Africans do outside hospital?	6	outside
1144	22	1	Where is Sonora Pass located?	21	Sonora Pass
1144	6	1	How does California protect animals?	4	protects
122	11	1	How much area is in charge of BLM?	10	in charge of huge areas
1144	22	6	Where is Sonora Pass?	21	Sonora Pass.
1144	6	6	What is something interesting about the red fox?	5	red fox
122	11	6	How much land does the BLM manage?	10	BLM is in charge of huge areas of land
123	11	6	What is a consequence of people moving away?	10	move to cities or countries far away.
123	12	6	What happened as a result of grandparents feeling left behind?	11	Grandparents feel left behind.
123	35	6	Why do some people think China's leaders made the law?	34	why China's leaders made the law.
123	11	0	What effect is younger Chinese moving to cities having?	10	move to cities or countries far away
123	12	0	What has been the results for some grandparents who have been left behind?	11	Grandparents feel left behind.
123	35	0	What is the reason behind China's law?	34	leaders made the law.
123	4	3	How must one treat grandparents in China?	3	Grandparents are important
255	36	3	What happened to the protons?	35	collider to slam trillions of protons into each other.
255	37	3	What did the colliding protons cause?	36	protons collided
123	4	6	How do they show their appreciation for grandparents in China?	3	important in China.
255	36	6	What happened to the protons in the collider?	35	used the collider to slam trillions of protons into each other.
255	37	6	What was a result of the proton collisions?	36	protons collided.
1	16	1	How did Kellogg copy the currency bills' watermark?	15	copy the watermark
1002	2	1	What animal does American Museum of Natural History have other than tiger?	1	big tigers
1006	2	1	Against whom would the new team play?	0	new football team
1	16	0	How did he copy the watermark?	15	copy the watermark
1002	2	0	What animals does the Museum of Natural History have?	0	has many animals
1006	2	0	Who would the London team play?	0	new football team '' in London,
1008	31	1	What is Lieberthal's expectation from other countries?	30	U.S. and China
1017	4	1	How are drones which aren't flown by onboard computers controlled?	3	flown by onboard computers
1117	26	1	What danger does sniffing gasoline presents?	25	dangerous
1008	31	3	According to Lieberthal what must countries do?	32	climate change
1017	4	3	How are some drones controlled?	0	Drones
1117	26	3	What can sniffing gasoline cause?	25	Sniffing gasoline
1118	45	0	How were Native Americans treated badly at the missions?	41	Native Americans were treated badly at the missions
1120	6	0	Where is Daniela now?	5	Daniela is now 15
1122	36	0	Why didn't the geese fly straight?	35	why didn't the birds just fly in a straight line
1118	45	1	What did European countries do to get natural resources from North America?	44	natural resources
1120	6	1	Where does Daniela study?	5	Daniela
1122	36	1	What did scientists realize from movement of bird?	35	scientists
1125	29	1	Why do some artists consider painting on a phone or computer as cheating?	28	cheating
1131	23	1	What mode of transport did Mayor de Blasio suggest for traveling?	22	not to drive
1134	12	1	How do Leaders at mosque in Pennsylvania intend to fight against violent groups?	11	fight back
1125	29	0	Why do some artist think painting on a computer is cheating?	28	painting on a phone or computer is cheating
1131	23	0	How did Mayor de Blasio urge New Yorkers not to drive?	22	not to drive
1134	12	0	How do mosque leaders in Pennsylvania plan to fight violent groups?	11	fight back against violent groups
1139	6	3	What did the professors talk about with the children?	5	pizza
1141	15	3	What jobs do most medical TV shows feature?	14	doctors
1143	5	3	Why did black children not go to school with white children?	3	African-Americans in the South were not treated fairly.
1139	6	1	How many children did professors talk to?	3	Professors wanted to know
1141	15	1	What do many TV shows not show?	13	TV shows
1143	5	1	In what way were African-American children not treated fairly?	3	not treated fairly
1147	4	1	What can be the consequence of banging of heads?	3	bang their heads
1149	7	1	What does she do if certain stores have long lines and angry people?	6	lines are getting longer and people are getting angrier
1153	29	1	What did government do in the wake of protests?	28	protests
1147	4	0	Why do some scientist think kids under 12 should not play football?	5	Some scientists think kids should wait
1149	7	0	What does she do a bout the angry people?	6	people are getting angrier
1153	29	0	How will students learn about being better French citizens?	32	teach students to be better citizens
1158	49	0	Where did Heather take her daughter to get a shot?	46	took her 15-month-old daughter for the measles shot
1163	13	0	Why is it important for  record companies to sign artists up?	12	signed two of the biggest acts
1167	19	0	Who will be able to use the online DNA maps?	18	DNA maps will be put online
1158	49	3	Where does Heather Robinson live?	45	the disease
1163	13	3	What do record companies do?	14	the companies sell and promote the records.
1167	19	3	Who will use the DNA maps for free?	18	DNA maps will be put online.
1171	10	1	What happened when Rosa Parks did move from her seat?	9	did not want to move
1174	3	1	When will the winning team be chosen?	2	Two teams
1178	20	1	Why is University of Chicago seen as most likely spot for Obama's library?	19	University of Chicago
1171	10	0	What happened when Parks wouldn't give up her seat?	9	did not want to move
1174	3	0	Which team will win the competition?	2	competing to make them
1178	20	0	What made Chicago a good place for Obama's library?	19	most likely spot for Obama's library
1181	15	1	What are raised bumps for?	14	raised bumps
1184	42	1	Why were scientists waiting for kernels to explode?	41	waited for the kernels to explode
1192	10	1	What is the effect of air on cars?	9	push through a lot of air
1181	15	3	What do the bumps represent?	12	Braille.
1184	42	3	What noise were they waiting to hearing?	41	They waited for the kernels to explode.
1192	10	3	What effect does resistance have on the race cars?	9	Race cars have to push through a lot of air
120	12	1	What is Bashar al-Assad doing?	11	Bashar al-Assad
121	47	1	How does the town choose company?	46	Companies respond
132	8	1	How did people respond to Manning's case?	3	Manning
120	12	3	What is Assad trying to do?	11	the president of Syria, Bashar al-Assad
121	47	3	Who does the town choose?	44	New Jersey's law does not allow preferences when a town puts out a bid to get equipment or services
132	8	3	What were many people watching?	11	Manning's leak of secret information
143	57	1	What is the negative side of digging in lonely places?	56	dig in lonely places
146	33	1	How might a student who is overly active behave?	32	overly active
151	14	1	How much land in country is prone to sinkholes?	13	Sinkholes are common in land
143	57	0	What is it like to dig in lonely places?	56	has to dig in lonely places
146	33	0	What kind of problems are caused by ADHD?	31	ADHD can have problems
151	14	0	How common are sinkholes?	13	Sinkholes are common
153	14	0	What do the goats look like?	10	goats
157	5	0	What happened to Mohammed Morsi?	4	support Mohammed Morsi
17	47	0	What did the Pakistani government say about the attack on Malala?	43	fired a bullet into her skull
153	14	1	What do goats look like?	10	goats
157	5	1	What happened with Mohammed Morsi?	4	Mohammed Morsi
17	47	1	What did one of the politicians call Malala?	46	politicians called
184	4	1	What is at stake in the Syrian civil war?	3	civil war
194	12	1	For which country's customers is the new iPhone being sold cheap?	10	cheaper phone
20	15	1	To whom did Collins reveal that he was gay?	13	he was gay
184	4	3	What are Assad and the rebels doing?	3	Syria is fighting a civil war.
194	12	3	Why are there more Chinese customers buying the new Apple iphone?	14	The 5C costs less.
20	15	3	What did he tell his aunt?	14	brother was getting interested in girls, but he was not.
220	28	1	Which relative of Kenyatta was killed besides his nephew?	27	Kenyatta's own nephew was killed
222	9	1	What did he do in the face of fact that few Latinos try to start tech companies?	8	few Latinos trying to start tech companies
228	11	1	Where is epicenter of earthquakes located?	9	earthquake
220	28	3	Who else was killed?	27	Kenyatta's own nephew
222	9	3	What led Avila to start another business?	8	few Latinos trying to start tech companies
228	11	3	Where is the epicenter of an earthquake.	10	Earthquakes start underground.
241	24	1	What is the function of wastewater treatment plants?	23	wastewater treatment plants
250	20	1	What is the consequence of mismatch of goals?	19	goals don't always match
257	3	1	How does government shutdown affect Americans' health?	1	Americans' health
241	24	0	What do wastewater treatment plants do?	23	wastewater treatment plants
250	20	0	What happens when the goals of the president and the congress don't match?	19	goals don't always match
257	3	0	How do absent government workers affect the health of Americans?	1	absence makes it harder to protect Americans
264	7	1	How are supporters expressing their support?	6	support
269	2	1	How do these pills cure people?	1	cure people
278	30	1	What happens to kindergarten-ready kids when they grow up?	29	kindergarten-ready kids
264	7	3	Where are supporters talking more?	5	Saudi women who want to drive.
269	2	3	What does the poop pill do?	1	cure people.
278	30	3	What do kindergarten-ready kids become?	29	kindergarten-ready kids.
289	37	1	What is demerit?	36	demerit
30	12	1	What was the use of plane in Iraq?	11	Iraq
304	2	1	Who is looking for the missing artworks?	1	artworks were still missing
289	37	0	What is a demerit system?	36	a demerit system.
30	12	0	What was it used for?	11	military used it
304	2	0	Who is speaking for the owners now?	0	stole works of art from their Jewish owners
307	35	1	How many ideas remain to be tested?	34	some ideas were wrong
316	14	1	Who was the father of Cornelius Gurlitt?	13	Cornelius Gurlitt
324	20	1	What is the place of Arlington National Cemetery in remembrance?	19	Arlington National Cemetery
307	35	0	Have scientists given up on finding out what dark matter is ?	33	scientists are not sure what dark matter is
316	14	0	Who is Cornelius Gurlitt?	13	Cornelius Gurlitt
324	20	0	What is special about t he Tomb of the Unknowns?	17	Tomb of the Unknowns
327	15	0	Why is the height special?	14	something special
334	3	0	Does bird flu jump to people very often?	2	birds to humans
338	52	0	Why do tribal leaders want the government to stop checking on how they make money on Indian land?	49	the government to stop checking into money being made on Indian land
327	15	1	What is special about building's height?	14	special
334	3	1	How often does Bird flu affect humans?	2	birds to humans
338	52	1	How much power does government have on tribes?	50	tribes
344	33	3	What did the waves of water do to the towns?	32	Japanese tsunami disaster of 2011.
348	15	3	Why don't people need big gaming systems under their TVs?	14	Games are on smartphones.
355	32	3	What was an L in a message not?	31	Enigma never encoded a letter as itself.
344	33	1	What was Japanese tsunami disaster of 2011?	32	Japanese tsunami disaster of 2011
348	15	1	How do smartphone games affect other video game systems?	14	Games are on smartphones
355	32	1	What did the fact that Enigma never encoded a letter as itself revealed about the message she noticed?	31	Enigma never encoded a letter as itself
365	1	1	Why can't today's kids keep up with their parents?	0	Kids today can't keep up with their parents
371	27	1	How fast is sled?	26	sled goes faster
377	26	1	What happened with the weapons of poison gas?	25	poison gas
365	1	0	What is being asked about the ability of kids to keep up with their parents?	0	Kids today can't keep up with their parents
371	27	0	What can be compared to sled going 70 mph?	26	70 mph.
377	26	0	Were more than just the places poisonous gas weapons were made destroyed?	25	made poison gas have been destroyed
392	40	1	What conclusion does Luthar draw from Ethan's court case?	39	Ethan's court case
395	9	1	What is a hole on the surface of a planet called?	8	hole on the surface of the planet
398	6	1	What does Fed do?	5	Fed
392	40	0	What has she learned during her research of rich kids?	37	done research on kids from rich areas
395	9	0	Is there a name for a hole on a planet's surface?	8	a hole on the surface of the planet
398	6	0	What is the purpose of the Federal Reserve?	4	The Federal Reserve is the bank of the U.S. government
400	22	4	What is the purpose of the code?	21	the code
412	21	4	Who is Paul Bozdech?	20	Paul Bozdech
415	50	4	What do those people propose as an alternative?	49	Some people don't like
400	22	0	Why do scientists think DNA tests will help answer some questions?	24	DNA tests will clear things up
412	21	0	Who is Paul Bozdech?	20	Paul Bozdech
415	50	0	How else can the canal be made safe?	49	don't like the electric fence
417	25	0	What has changed since 1983?	24	first discovered in 1983
422	32	0	Do computers without lessons cost more or less?	31	buy computers without lessons
430	0	0	Why is the question asked about what happens to old electronic devices?	1	what happens to the older devices
417	25	3	How did PCR operate when it was discovered in 1983?	23	polymerase chain reaction (PCR)
422	32	3	Why were the iPads so expensive in LA?	31	buy computers without lessons.
430	0	3	What gift did many people receive for Christmas this year?	2	old electronics
442	6	1	How do Archaeologists find information about people who lived a long time ago?	5	Archaeologists
451	30	1	What is silkscreen?	28	silkscreens
456	26	1	Why are turtles close to dying out?	24	dying out
442	6	0	How do archaeologists study people from long ago?	5	Archaeologists study
451	30	0	What is silkscreening?	28	silkscreens pictures
456	26	0	Why are the turtles dying out?	24	turtles are close to dying
460	6	1	What are most asteroids like?	5	not round
462	38	1	What was the metal tube connected to?	37	metal tube
472	30	1	What kind of people were the Boston police, Boston Regional Intelligence Center and the FBI tracking in 2011?	29	tracking people
460	6	3	What is the shape of most asteroids?	5	most asteroids
462	38	3	What was the tube connected to?	36	A special 360-degree camera
472	30	3	What was the real identity of the people being tracked by Boston authorities?	33	spy state
475	22	0	What will happen from the FCC giving money to the school faster?	21	give the money to schools faster
475	36	0	What did Obama do different in his second term?	34	second term would be different
478	27	0	Where is the sunbelt?	24	the sunbelt
475	22	1	What does FCC's decision to give money to schools faster mean?	21	FCC recently decided it could give the money to schools faster
475	36	1	What would Obama do after announcement?	35	announce
478	27	1	Which region of U.S. is sunbelt?	24	sunbelt
490	19	1	What is DNA?	18	DNA
495	23	1	Why was fence created?	22	fence
502	18	1	How do rich and well-educated families do that produces anxiety in their children?	17	kids from rich and well-educated families
490	19	3	What does DNA contain?	18	DNA
495	23	3	Why was the fence built?	22	the fence.
502	18	3	What pressure do parents put on their kids?	21	Panic attacks
507	31	0	How can four people run only one race?	30	four skiers run a single race
510	40	0	How did AMLI Residential feel about the find?	39	AMLI Residential owns the property
514	5	0	What do genes do?	4	have genes.
507	31	3	How do the skiers participate in relay races?	30	Relay races
510	40	3	How did AMLI Residential feel when the tusk was found?	39	AMLI Residential owns the property
514	5	3	What effects the appearance and behavior of plants and animals.	4	genes.
52	20	1	What is the current state of Kepler?	19	impossible for Kepler keep a steady focus
526	43	1	How much study has been done about harm caused by sitting?	42	harm caused by too much sitting
529	7	1	What happens when planets are too far from their star?	6	too close
52	20	0	Do the broken gyroscopes make Kepler useless?	18	two of Kepler's four gyroscopes have broken.
526	43	0	Why don't researchers know how much sitting is bad?	42	don't know how much is
529	7	0	What does a planet's distance from the stars have to do with their being able to support life?	5	right distance from their stars
54	25	1	Who is Barbara Block?	24	Barbara Block
557	13	1	How does change help animals in survival?	12	animals that can change will survive
562	13	1	What is the aim of Abstract Expressionist painters?	12	Abstract Expressionist painters
54	25	3	What is Barbara Block doing?	24	Sharks
557	13	3	How do the animals hide from their enemies?	11	Natural selection
562	13	3	What did the abstract expressionist painters do?	12	Abstract Expressionist painters didn't paint people, scenery or objects.
563	19	1	In what other way may ancient bits and pieces survive?	18	ancient bits and pieces
576	29	1	Who used the data of 2011-2012 school year?	28	2011-2012 school year
591	7	1	How does fat and salt affect health?	6	fat and salt
563	19	0	What happens to the long ago plant and animal remains?	17	remains of animals and plants from long, long ago
576	29	0	What is important about the school year of 2011-2012?	28	2011-2012 school year
591	7	0	What do fat and salt in a diet do?	6	less fat and salt
596	22	1	Why is living area of panthers shrinking?	21	shrinking
6	45	1	In what grades should ''culture of success'' program be applied?	44	not just in high school
608	11	1	In what other countries are Chinese looking for land?	10	far-off places
596	22	3	What is causing the living area of cats to shrink?	20	Florida panthers
6	45	3	Where in the school system does a ''culture of success'' exist?	43	College Summit
608	11	3	To where are Chinese farmers looking to expand?	7	Chinese are looking overseas
613	33	1	How is deficiency of puppies in North filled?	32	aren't enough puppies
620	27	1	Why do people develop prejudice?	26	prejudice
631	27	1	What is concussion?	26	concussions
613	33	0	What would they do about a lack of puppies?	32	aren't enough puppies.
620	27	0	Why do people have prejudices?	26	prejudice against
631	27	0	What are concussions?	26	concussions
637	39	0	Why do so many nonreligious young people leave Jerusalem?	38	nonreligious young people have been leaving
64	26	0	How do stores get the Chinese tourists to shop?	25	Chinese tourists to shop.
652	56	0	Does Dajani think seeing the way Arabs are treated in Israeli hospitals will change their feelings also?	55	hospital changed his feelings
637	39	3	What is the result of high housing prices and few jobs?	38	many nonreligious young people have been leaving the city.
64	26	3	Why do stores hire people who speak Chinese?	25	to get Chinese tourists to shop.
652	56	3	Why did Dajani take his students on the trip?	55	changed his feelings toward Israelis.
655	9	1	What is Amendment?	8	Amendment
663	10	1	Who is helping in controlling the snake issue?	9	control the snakes
67	7	1	How large is Istanbul?	6	Istanbul
655	9	0	What are Amendments?	8	covered by the Fourth Amendment
663	10	0	What is being done about the exploding population of kingsnakes?	8	kingsnake population has exploded
67	7	0	Is 13.9 million a lot of people?	6	13.9 million people
671	8	0	Where do people get fossil fuels?	7	fossil fuels
686	5	0	Is the government granting them citizenship?	4	government is letting some people who came here illegally before age 16 stay,
69	38	0	How is Myriad paid for the test?	36	charge about $3,300 for its cancer test
671	8	4	Where do people get fossil fuels?	7	fossil fuels
686	5	4	Why is there a caviat added to her being allowed to stay?	4	at least for the time being
69	38	4	Why do they pay a differnt amount?	37	don't pay
691	18	1	What happened after the loss at Belmont?	17	lost
692	13	1	What do fossil fuels do?	12	Fossil fuels
695	14	1	What were scientists curious about when wolf began settling in one area?	13	settling
691	18	3	What did his loss at Belmont set off?	16	Spectacular Bid
692	13	3	What do fossil fuels do to the Earth>	12	Fossil fuels
695	14	3	What did scientists want to know about the wolf?	9	the first gray wolf seen in California since 1924.
701	26	1	What happens with the supplies on the way back?	25	takes a lot of supplies
708	16	1	What is the situation of drone groups meanwhile?	15	It expects to publish final regulations this year
718	41	1	How did press protect royal family?	40	protected
701	26	0	Why did the Army leave dogs behind?	28	The Army left dogs, too.
708	16	0	What has the FAA's lack of regulations about drones caused?	14	working since 2008 on rules
718	41	0	How did they protect the royal family?	40	they protected the royal family
722	1	1	How dangerous are concussions?	0	Concussions
726	15	1	Is Lionsgate the only studio asked to change its musician jobs policy?	10	called on the Lionsgate movie studio
734	12	1	Apart from NBA, where else is data helpful?	11	helpful data
722	1	3	What can frequent concussions cause?	0	Concussions
726	15	3	Why are Lionsgate and other studios attracting protests?	10	sending musicians' jobs overseas.
734	12	3	How is big data being used?	11	NBA's system
752	16	0	What other grades are they in?	15	Some are in first grade.
759	47	0	What did he find out?	46	He hoped to find out
768	15	0	How do people take pictures with drones?	17	use drones to take pictures
752	16	3	In what grade are the students in the after-school program?	13	El Sistema is an after-school program.
759	47	3	What does Kleintech think is the explanation for the frogs amazing sticking talent?	42	how the frogs' tongues work.
768	15	3	Who can fly them?	14	computers on board.
773	23	0	What was the American coach worried about his team being put with the heavyweights?	19	America was placed in the same division with such heavyweights
781	17	0	What kind of things keep them apart?	15	things keep them apart
789	3	0	What happens at tax time?	0	tax time comes
773	23	4	What is meant by wanting to fight?	22	fight it out
781	17	4	How do the differnt city living arrangements affect children?	16	live in different cities
789	3	4	Why would he want that?	2	the taxman wants
791	1	1	What is the opinion of current champion golfer in Bethesda?	0	BETHESDA
794	36	1	How can mentors help students?	35	mentors
800	8	1	How is the population of Africa?	6	Africa
791	1	0	What do golfer's need along with statistical analysis?	2	That something is statistical analysis.
794	36	0	What can a positive male role model do for students?	33	positive male role model
800	8	0	What are Africa's valuable resources doing for Africa?	6	Africa has many valuable natural resources
802	0	0	What is part of the famous speech from ''Hamlet''?	1	famous speech from Shakespeare's ''Hamlet''
804	22	0	Why is the Islamic State group fighting?	20	Islamic State group is fighting
810	4	0	What countries did the farmers come from?	3	farmers came from countries
802	0	3	Which play contains the famous line ''To be, or not to be, that is the question.''	1	Shakespeare's ''Hamlet''
804	22	3	Who seeks to control Syria and Iraq?	20	Islamic State group
810	4	3	From where do some of the farmers come	3	countries around the world.
811	47	0	What do scientists know about EPAS1?	46	Scientists still don't know
822	13	0	How big will the new pool be?	12	pool will be very big.
827	33	0	Why does Stein call the soldiers a lost generation?	32	''lost generation.
811	47	3	What do people who live high in the mountains need?	46	EPAS1
822	13	3	How big will the new pool be?	12	very big
827	33	3	What did Gertrude Stein call the group of soldiers who were considered damaged?	32	a ''lost generation.''
833	4	0	Why are people protesting?	3	people have been protesting
837	7	0	Did the ''zero tolerance'' policy work?	4	zero tolerance'' policy
840	26	0	How did the warlords gain power?	27	warlords in Lebanon are now ruling the country
833	4	1	What is the reaction of blacks after the incident?	2	killed an unarmed black teen
837	7	1	What were the issues with Zero tolerance punishments?	6	Zero tolerance punishments
840	26	1	According to Kabbani and his brother, what tactic is used by leaders to become powerful?	25	leaders
850	13	3	What is the result of insufficient water?	12	California is in a drought.
853	27	3	What is the concern about start the school day later?	29	Starting school later may be difficult.
860	25	3	What else do the students learn?	24	helps prisoners understand
850	13	0	What is a result of the California drought?	12	California is in a drought.
853	27	0	What might be a problem with starting school later?	26	doctors think that starting school later is a good idea
860	25	0	What was taught in restorative justice courses?	23	restorative justice courses
866	1	0	What kind of sapphire is Apple investing in?	2	artificial sapphire crystals
881	8	0	What does a community officer do?	6	community officer
884	3	0	What would make Scotland an independent country?	0	become an independent country
866	1	1	What kind of sapphire is Apple not buying?	0	sapphire
881	8	1	What is the job of Kadra as a community officer?	6	community officer
884	3	1	What might happen to Scotland after vote?	0	Scotland will vote
887	10	1	How many major political parties exist in country?	9	political party
